Date,Start_Hour,End_Hour,Source,Season,Production,Day_of_Year,Day_Name,Month_Name
2/15/2023,13,14,Solar,Winter,6445,46,Wednesday,February
4/17/2025,1,2,Wind,Spring,2336,107,Thursday,April
2/15/2025,1,2,Wind,Winter,7209,46,Saturday,February
9/28/2020,18,19,Wind,Fall,4748,272,Monday,September
6/30/2021,4,5,Wind,Summer,2097,181,Wednesday,June
7/20/2022,6,7,Wind,Summer,2316,201,Wednesday,July
4/22/2020,2,3,Wind,Spring,5000,113,Wednesday,April
9/23/2021,20,21,Wind,Fall,1171,266,Thursday,September
2/27/2020,0,1,Wind,Winter,5262,58,Thursday,February
3/26/2021,20,21,Wind,Spring,8311,85,Friday,March
1/13/2020,8,9,Wind,Winter,3845,13,Monday,January
9/22/2025,23,0,Wind,Fall,8892,265,Monday,September
1/13/2023,8,9,Wind,Winter,14537,13,Friday,January
7/16/2024,6,7,Wind,Summer,7743,198,Tuesday,July
6/4/2024,18,19,Wind,Summer,7459,156,Tuesday,June
11/2/2020,22,23,Wind,Fall,4458,307,Monday,November
10/7/2022,11,12,Solar,Fall,4853,280,Friday,October
2/24/2022,17,18,Wind,Winter,12191,55,Thursday,February
11/27/2021,6,7,Wind,Fall,7605,331,Saturday,November
8/7/2020,9,10,Solar,Summer,2665,220,Friday,August
7/10/2022,2,3,Wind,Summer,5201,191,Sunday,July
7/13/2021,1,2,Wind,Summer,3421,194,Tuesday,July
5/1/2025,2,3,Wind,Spring,5525,121,Thursday,May
11/30/2025,5,6,Wind,Fall,4365,334,Sunday,November
12/25/2020,6,7,Wind,Winter,6272,360,Friday,December
4/19/2021,11,12,Solar,Spring,4484,109,Monday,April
3/29/2024,22,23,Wind,Spring,5301,89,Friday,March
7/29/2023,8,9,Wind,Summer,5340,210,Saturday,July
6/5/2022,4,5,Wind,Summer,1412,156,Sunday,June
8/11/2021,6,7,Wind,Summer,508,223,Wednesday,August
11/27/2022,12,13,Wind,Fall,8438,331,Sunday,November
6/11/2025,8,9,Solar,Summer,5524,162,Wednesday,June
6/1/2023,11,12,Solar,Summer,8686,152,Thursday,June
10/14/2022,9,10,Wind,Fall,5617,287,Friday,October
5/7/2025,13,14,Solar,Spring,11508,127,Wednesday,May
3/30/2022,14,15,Solar,Spring,3152,89,Wednesday,March
3/13/2025,15,16,Solar,Spring,5712,72,Thursday,March
9/23/2021,15,16,Solar,Fall,5575,266,Thursday,September
2/4/2020,4,5,Wind,Winter,10605,35,Tuesday,February
5/14/2021,19,20,Wind,Spring,5623,134,Friday,May
5/30/2022,2,3,Wind,Spring,4110,150,Monday,May
1/30/2021,6,7,Wind,Winter,5748,30,Saturday,January
6/20/2024,7,8,Wind,Summer,4284,172,Thursday,June
8/7/2025,19,20,Solar,Summer,3099,219,Thursday,August
8/24/2024,3,4,Wind,Summer,6102,237,Saturday,August
9/15/2022,7,8,Wind,Fall,1704,258,Thursday,September
7/6/2020,1,2,Wind,Summer,6827,188,Monday,July
8/28/2022,6,7,Wind,Summer,3890,240,Sunday,August
9/14/2020,12,13,Solar,Fall,4786,258,Monday,September
5/24/2024,22,23,Wind,Spring,645,145,Friday,May
8/8/2025,6,7,Wind,Summer,1464,220,Friday,August
7/10/2020,10,11,Wind,Summer,5130,192,Friday,July
1/17/2020,18,19,Wind,Winter,7402,17,Friday,January
7/17/2024,18,19,Solar,Summer,4046,199,Wednesday,July
1/2/2023,7,8,Wind,Winter,6552,2,Monday,January
2/14/2021,0,1,Wind,Winter,7245,45,Sunday,February
7/26/2025,5,6,Wind,Summer,2295,207,Saturday,July
10/23/2020,10,11,Wind,Fall,2714,297,Friday,October
7/3/2024,1,2,Wind,Summer,1771,185,Wednesday,July
11/12/2024,22,23,Wind,Fall,8223,317,Tuesday,November
11/12/2025,17,18,Wind,Fall,13595,316,Wednesday,November
4/26/2024,19,20,Wind,Spring,3091,117,Friday,April
12/20/2023,11,12,Wind,Winter,9752,354,Wednesday,December
4/4/2024,20,21,Wind,Spring,7001,95,Thursday,April
3/18/2025,20,21,Wind,Spring,10105,77,Tuesday,March
4/14/2020,18,19,Wind,Spring,6515,105,Tuesday,April
3/2/2020,23,0,Wind,Spring,8448,62,Monday,March
1/11/2020,7,8,Wind,Winter,3308,11,Saturday,January
2/10/2022,19,20,Wind,Winter,3020,41,Thursday,February
10/13/2024,4,5,Wind,Fall,3330,287,Sunday,October
1/16/2024,0,1,Wind,Winter,2197,16,Tuesday,January
9/10/2020,17,18,Solar,Fall,2293,254,Thursday,September
8/25/2025,8,9,Wind,Summer,3906,237,Monday,August
3/5/2024,16,17,Wind,Spring,6764,65,Tuesday,March
8/23/2022,7,8,Wind,Summer,1085,235,Tuesday,August
7/17/2021,18,19,Wind,Summer,6467,198,Saturday,July
4/27/2025,11,12,Solar,Spring,3596,117,Sunday,April
2/27/2020,18,19,Wind,Winter,10596,58,Thursday,February
11/6/2024,7,8,Wind,Fall,292,311,Wednesday,November
11/22/2024,14,15,Wind,Fall,15122,327,Friday,November
11/19/2024,21,22,Wind,Fall,11992,324,Tuesday,November
5/26/2021,1,2,Wind,Spring,5335,146,Wednesday,May
11/29/2021,12,13,Wind,Fall,4389,333,Monday,November
4/9/2023,3,4,Wind,Spring,3548,99,Sunday,April
5/20/2024,11,12,Solar,Spring,5874,141,Monday,May
9/6/2021,9,10,Solar,Fall,2723,249,Monday,September
12/16/2020,23,0,Wind,Winter,7220,351,Wednesday,December
6/11/2021,11,12,Solar,Summer,4809,162,Friday,June
3/15/2024,4,5,Wind,Spring,9923,75,Friday,March
2/20/2023,2,3,Wind,Winter,3288,51,Monday,February
5/2/2025,18,19,Wind,Spring,4524,122,Friday,May
4/30/2021,7,8,Wind,Spring,1408,120,Friday,April
8/30/2024,23,0,Wind,Summer,5577,243,Friday,August
9/30/2021,7,8,Wind,Fall,1829,273,Thursday,September
2/13/2024,9,10,Wind,Winter,7108,44,Tuesday,February
1/10/2023,4,5,Wind,Winter,7471,10,Tuesday,January
5/20/2023,6,7,Wind,Spring,6415,140,Saturday,May
9/1/2023,22,23,Wind,Fall,1142,244,Friday,September
6/6/2024,15,16,Solar,Summer,8506,158,Thursday,June
7/13/2025,12,13,Solar,Summer,9654,194,Sunday,July
10/18/2021,16,17,Wind,Fall,5039,291,Monday,October
3/1/2021,5,6,Wind,Spring,4453,60,Monday,March
3/18/2023,13,14,Wind,Spring,11176,77,Saturday,March
10/21/2020,15,16,Wind,Fall,14758,295,Wednesday,October
3/2/2020,13,14,Wind,Spring,7175,62,Monday,March
6/30/2023,1,2,Wind,Summer,2631,181,Friday,June
4/19/2022,9,10,Solar,Spring,2972,109,Tuesday,April
7/25/2020,6,7,Wind,Summer,1509,207,Saturday,July
11/3/2021,2,3,Wind,Fall,3878,307,Wednesday,November
9/20/2024,22,23,Wind,Fall,3712,264,Friday,September
7/6/2020,10,11,Wind,Summer,7270,188,Monday,July
6/18/2023,7,8,Wind,Summer,2716,169,Sunday,June
4/22/2024,11,12,Solar,Spring,11915,113,Monday,April
10/31/2022,2,3,Wind,Fall,1886,304,Monday,October
12/8/2022,19,20,Wind,Winter,2320,342,Thursday,December
2/19/2021,8,9,Wind,Winter,6408,50,Friday,February
7/4/2024,7,8,Wind,Summer,7653,186,Thursday,July
8/12/2022,18,19,Solar,Summer,4606,224,Friday,August
6/22/2020,5,6,Wind,Summer,1871,174,Monday,June
5/14/2022,19,20,Wind,Spring,1781,134,Saturday,May
3/14/2022,23,0,Wind,Spring,5813,73,Monday,March
4/28/2021,9,10,Solar,Spring,1431,118,Wednesday,April
2/22/2020,18,19,Wind,Winter,8683,53,Saturday,February
11/1/2024,9,10,Solar,Fall,3028,306,Friday,November
8/31/2025,20,21,Wind,Summer,3822,243,Sunday,August
8/21/2024,10,11,Solar,Summer,7369,234,Wednesday,August
11/10/2023,6,7,Wind,Fall,13482,314,Friday,November
5/4/2025,7,8,Wind,Spring,5384,124,Sunday,May
9/21/2024,13,14,Solar,Fall,4430,265,Saturday,September
3/19/2020,5,6,Wind,Spring,1145,79,Thursday,March
10/2/2020,8,9,Wind,Fall,9401,276,Friday,October
9/25/2022,17,18,Wind,Fall,4472,268,Sunday,September
8/25/2022,19,20,Wind,Summer,4858,237,Thursday,August
8/10/2023,8,9,Wind,Summer,3790,222,Thursday,August
9/21/2024,3,4,Wind,Fall,3321,265,Saturday,September
1/22/2022,3,4,Wind,Winter,3202,22,Saturday,January
11/9/2023,8,9,Wind,Fall,9159,313,Thursday,November
11/25/2024,0,1,Wind,Fall,18407,330,Monday,November
7/8/2023,3,4,Wind,Summer,4740,189,Saturday,July
9/11/2025,4,5,Wind,Fall,10679,254,Thursday,September
7/15/2023,3,4,Wind,Summer,6810,196,Saturday,July
11/3/2021,20,21,Wind,Fall,3050,307,Wednesday,November
11/23/2025,6,7,Wind,Fall,9347,327,Sunday,November
5/18/2021,14,15,Wind,Spring,5821,138,Tuesday,May
2/4/2024,10,11,Wind,Winter,8994,35,Sunday,February
7/16/2020,0,1,Wind,Summer,1763,198,Thursday,July
7/3/2020,2,3,Wind,Summer,3011,185,Friday,July
3/4/2024,12,13,Solar,Spring,9667,64,Monday,March
10/15/2020,11,12,Wind,Fall,6069,289,Thursday,October
1/25/2023,22,23,Wind,Winter,1037,25,Wednesday,January
2/4/2023,17,18,Wind,Winter,2961,35,Saturday,February
2/3/2023,19,20,Wind,Winter,5209,34,Friday,February
2/24/2025,14,15,Wind,Winter,13295,55,Monday,February
11/11/2025,21,22,Wind,Fall,14313,315,Tuesday,November
5/7/2025,14,15,Wind,Spring,11125,127,Wednesday,May
6/18/2024,15,16,Solar,Summer,7585,170,Tuesday,June
4/13/2021,11,12,Solar,Spring,6733,103,Tuesday,April
1/6/2024,14,15,Wind,Winter,9159,6,Saturday,January
1/19/2020,2,3,Wind,Winter,4247,19,Sunday,January
6/1/2021,2,3,Wind,Summer,5282,152,Tuesday,June
5/28/2023,16,17,Wind,Spring,6446,148,Sunday,May
9/19/2025,13,14,Solar,Fall,12989,262,Friday,September
8/17/2025,6,7,Wind,Summer,5923,229,Sunday,August
8/29/2023,12,13,Solar,Summer,6385,241,Tuesday,August
8/13/2020,23,0,Wind,Summer,2213,226,Thursday,August
8/30/2021,7,8,Wind,Summer,3173,242,Monday,August
7/26/2020,0,1,Wind,Summer,4306,208,Sunday,July
2/25/2023,2,3,Wind,Winter,3671,56,Saturday,February
8/16/2025,9,10,Wind,Summer,8918,228,Saturday,August
7/15/2024,15,16,Wind,Summer,10900,197,Monday,July
3/6/2020,1,2,Wind,Spring,11303,66,Friday,March
9/2/2023,7,8,Wind,Fall,2084,245,Saturday,September
1/21/2022,13,14,Solar,Winter,6900,21,Friday,January
5/6/2023,4,5,Wind,Spring,1719,126,Saturday,May
9/21/2023,15,16,Wind,Fall,8784,264,Thursday,September
7/17/2025,13,14,Solar,Summer,9602,198,Thursday,July
10/5/2023,13,14,Solar,Fall,6634,278,Thursday,October
6/13/2023,3,4,Wind,Summer,3141,164,Tuesday,June
1/8/2023,1,2,Wind,Winter,12173,8,Sunday,January
12/10/2020,4,5,Wind,Winter,5097,345,Thursday,December
3/21/2023,13,14,Wind,Spring,8403,80,Tuesday,March
4/25/2022,14,15,Solar,Spring,7151,115,Monday,April
9/14/2025,1,2,Wind,Fall,4414,257,Sunday,September
9/29/2024,1,2,Wind,Fall,1277,273,Sunday,September
2/6/2025,18,19,Wind,Winter,11486,37,Thursday,February
12/20/2022,11,12,Wind,Winter,11990,354,Tuesday,December
11/26/2024,8,9,Wind,Fall,6210,331,Tuesday,November
3/13/2023,16,17,Wind,Spring,16408,72,Monday,March
9/3/2025,10,11,Wind,Fall,18721,246,Wednesday,September
11/9/2024,3,4,Wind,Fall,1300,314,Saturday,November
2/23/2020,19,20,Wind,Winter,9881,54,Sunday,February
8/3/2020,20,21,Wind,Summer,4530,216,Monday,August
11/3/2021,6,7,Wind,Fall,3960,307,Wednesday,November
12/10/2022,14,15,Solar,Winter,3935,344,Saturday,December
11/22/2024,11,12,Wind,Fall,15569,327,Friday,November
6/15/2020,0,1,Wind,Summer,2040,167,Monday,June
2/22/2021,3,4,Wind,Winter,6815,53,Monday,February
1/28/2025,13,14,Wind,Winter,20885,28,Tuesday,January
6/5/2022,14,15,Wind,Summer,8904,156,Sunday,June
7/30/2022,20,21,Wind,Summer,2584,211,Saturday,July
7/29/2021,21,22,Wind,Summer,965,210,Thursday,July
9/7/2023,18,19,Solar,Fall,2452,250,Thursday,September
11/11/2023,1,2,Wind,Fall,6863,315,Saturday,November
3/21/2020,5,6,Wind,Spring,7494,81,Saturday,March
10/19/2020,4,5,Wind,Fall,1525,293,Monday,October
3/15/2024,9,10,Wind,Spring,14005,75,Friday,March
2/25/2022,5,6,Wind,Winter,7242,56,Friday,February
5/11/2025,21,22,Wind,Spring,3052,131,Sunday,May
4/4/2023,13,14,Solar,Spring,11558,94,Tuesday,April
2/27/2022,21,22,Wind,Winter,6470,58,Sunday,February
6/23/2025,2,3,Wind,Summer,5291,174,Monday,June
10/8/2020,4,5,Wind,Fall,6790,282,Thursday,October
7/3/2023,17,18,Wind,Summer,11708,184,Monday,July
2/6/2023,20,21,Wind,Winter,7870,37,Monday,February
3/30/2023,13,14,Wind,Spring,18316,89,Thursday,March
5/16/2020,20,21,Wind,Spring,3193,137,Saturday,May
10/3/2023,14,15,Wind,Fall,9033,276,Tuesday,October
11/20/2020,19,20,Wind,Fall,2773,325,Friday,November
8/15/2020,5,6,Wind,Summer,384,228,Saturday,August
6/21/2024,8,9,Wind,Summer,2878,173,Friday,June
12/2/2021,2,3,Wind,Winter,5934,336,Thursday,December
12/19/2020,13,14,Wind,Winter,9422,354,Saturday,December
4/10/2021,9,10,Wind,Spring,5393,100,Saturday,April
12/25/2022,18,19,Wind,Winter,9466,359,Sunday,December
7/19/2023,4,5,Wind,Summer,2823,200,Wednesday,July
5/14/2024,17,18,Wind,Spring,6999,135,Tuesday,May
5/23/2020,13,14,Wind,Spring,7862,144,Saturday,May
10/3/2021,23,0,Wind,Fall,5964,276,Sunday,October
1/29/2024,13,14,Wind,Winter,8687,29,Monday,January
10/15/2021,19,20,Wind,Fall,1124,288,Friday,October
6/12/2021,7,8,Wind,Summer,1829,163,Saturday,June
9/22/2020,1,2,Wind,Fall,894,266,Tuesday,September
10/19/2021,10,11,Wind,Fall,8475,292,Tuesday,October
11/7/2022,17,18,Wind,Fall,8246,311,Monday,November
8/21/2023,1,2,Wind,Summer,2603,233,Monday,August
4/8/2022,23,0,Wind,Spring,6694,98,Friday,April
11/10/2020,12,13,Solar,Fall,2552,315,Tuesday,November
8/30/2025,8,9,Wind,Summer,5384,242,Saturday,August
9/26/2020,10,11,Wind,Fall,11643,270,Saturday,September
9/3/2024,23,0,Wind,Fall,1253,247,Tuesday,September
3/10/2025,6,7,Wind,Spring,2663,69,Monday,March
2/16/2023,3,4,Wind,Winter,3980,47,Thursday,February
3/11/2020,15,16,Wind,Spring,11361,71,Wednesday,March
12/27/2023,8,9,Wind,Winter,9035,361,Wednesday,December
10/15/2021,15,16,Solar,Fall,4028,288,Friday,October
10/14/2021,1,2,Wind,Fall,1908,287,Thursday,October
3/11/2022,19,20,Wind,Spring,10317,70,Friday,March
3/8/2021,5,6,Wind,Spring,3070,67,Monday,March
10/23/2025,19,20,Wind,Fall,17992,296,Thursday,October
8/22/2021,6,7,Wind,Summer,3212,234,Sunday,August
6/19/2022,12,13,Solar,Summer,9444,170,Sunday,June
1/2/2022,4,5,Wind,Winter,6918,2,Sunday,January
12/17/2020,3,4,Wind,Winter,5845,352,Thursday,December
3/8/2020,0,1,Wind,Spring,7440,68,Sunday,March
5/22/2020,23,0,Wind,Spring,1663,143,Friday,May
8/1/2023,10,11,Wind,Summer,11387,213,Tuesday,August
11/12/2024,20,21,Wind,Fall,9661,317,Tuesday,November
6/26/2022,14,15,Solar,Summer,4430,177,Sunday,June
5/13/2025,20,21,Wind,Spring,1684,133,Tuesday,May
10/12/2021,17,18,Wind,Fall,5195,285,Tuesday,October
3/26/2021,8,9,Wind,Spring,5079,85,Friday,March
6/20/2024,18,19,Wind,Summer,3344,172,Thursday,June
3/3/2020,21,22,Wind,Spring,3260,63,Tuesday,March
11/18/2022,13,14,Wind,Fall,7173,322,Friday,November
3/14/2021,8,9,Wind,Spring,10637,73,Sunday,March
11/17/2025,22,23,Wind,Fall,4027,321,Monday,November
6/25/2021,0,1,Wind,Summer,2162,176,Friday,June
5/16/2021,14,15,Wind,Spring,10947,136,Sunday,May
9/22/2025,8,9,Wind,Fall,9995,265,Monday,September
2/17/2022,13,14,Wind,Winter,16410,48,Thursday,February
1/8/2025,11,12,Wind,Winter,9828,8,Wednesday,January
3/8/2021,3,4,Wind,Spring,2869,67,Monday,March
4/8/2025,15,16,Solar,Spring,8550,98,Tuesday,April
9/25/2022,9,10,Wind,Fall,3647,268,Sunday,September
6/17/2022,11,12,Solar,Summer,6029,168,Friday,June
2/24/2024,12,13,Wind,Winter,15371,55,Saturday,February
11/7/2021,21,22,Wind,Fall,3223,311,Sunday,November
8/23/2025,21,22,Wind,Summer,2569,235,Saturday,August
3/1/2022,21,22,Wind,Spring,2721,60,Tuesday,March
4/3/2021,13,14,Wind,Spring,14891,93,Saturday,April
2/13/2021,17,18,Wind,Winter,6349,44,Saturday,February
12/26/2023,6,7,Wind,Winter,9160,360,Tuesday,December
3/13/2022,9,10,Wind,Spring,9151,72,Sunday,March
6/22/2024,1,2,Wind,Summer,5101,174,Saturday,June
1/15/2025,13,14,Solar,Winter,6285,15,Wednesday,January
8/14/2022,16,17,Wind,Summer,7767,226,Sunday,August
9/13/2021,21,22,Wind,Fall,2957,256,Monday,September
6/4/2020,14,15,Wind,Summer,5751,156,Thursday,June
10/6/2022,19,20,Wind,Fall,459,279,Thursday,October
12/19/2022,4,5,Wind,Winter,12566,353,Monday,December
3/4/2022,9,10,Wind,Spring,4002,63,Friday,March
5/23/2023,9,10,Wind,Spring,8084,143,Tuesday,May
10/12/2025,2,3,Wind,Fall,5142,285,Sunday,October
4/2/2022,5,6,Wind,Spring,9702,92,Saturday,April
3/7/2022,16,17,Wind,Spring,9049,66,Monday,March
11/23/2022,6,7,Wind,Fall,8193,327,Wednesday,November
1/24/2022,11,12,Solar,Winter,4385,24,Monday,January
1/31/2021,2,3,Wind,Winter,4875,31,Sunday,January
10/22/2025,13,14,Solar,Fall,7336,295,Wednesday,October
9/26/2024,6,7,Wind,Fall,12407,270,Thursday,September
8/17/2025,17,18,Solar,Summer,9585,229,Sunday,August
5/10/2023,3,4,Wind,Spring,7707,130,Wednesday,May
3/21/2021,15,16,Wind,Spring,8663,80,Sunday,March
1/2/2020,21,22,Wind,Winter,6813,2,Thursday,January
7/5/2023,13,14,Wind,Summer,12672,186,Wednesday,July
7/10/2022,21,22,Wind,Summer,4249,191,Sunday,July
11/19/2022,19,20,Wind,Fall,3365,323,Saturday,November
2/23/2024,0,1,Wind,Winter,15206,54,Friday,February
6/3/2021,22,23,Wind,Summer,1289,154,Thursday,June
4/17/2021,11,12,Wind,Spring,8185,107,Saturday,April
5/15/2024,18,19,Solar,Spring,4141,136,Wednesday,May
10/9/2022,1,2,Wind,Fall,4252,282,Sunday,October
12/28/2022,17,18,Wind,Winter,15714,362,Wednesday,December
5/17/2021,8,9,Wind,Spring,11934,137,Monday,May
3/10/2021,17,18,Wind,Spring,10787,69,Wednesday,March
3/29/2020,20,21,Wind,Spring,12637,89,Sunday,March
12/9/2022,11,12,Wind,Winter,3573,343,Friday,December
7/17/2022,17,18,Solar,Summer,6303,198,Sunday,July
2/23/2022,18,19,Wind,Winter,1715,54,Wednesday,February
5/1/2020,11,12,Wind,Spring,8478,122,Friday,May
2/20/2020,12,13,Wind,Winter,12752,51,Thursday,February
9/12/2023,3,4,Wind,Fall,1028,255,Tuesday,September
5/30/2022,8,9,Solar,Spring,2738,150,Monday,May
3/12/2020,22,23,Wind,Spring,8034,72,Thursday,March
12/16/2024,18,19,Wind,Winter,3165,351,Monday,December
2/8/2022,19,20,Wind,Winter,2613,39,Tuesday,February
2/10/2023,19,20,Wind,Winter,1779,41,Friday,February
12/10/2024,0,1,Wind,Winter,11211,345,Tuesday,December
3/25/2020,10,11,Solar,Spring,5257,85,Wednesday,March
1/23/2023,5,6,Wind,Winter,4215,23,Monday,January
3/31/2022,3,4,Wind,Spring,3308,90,Thursday,March
8/7/2020,23,0,Wind,Summer,2007,220,Friday,August
2/10/2025,18,19,Wind,Winter,6846,41,Monday,February
7/21/2021,15,16,Solar,Summer,6031,202,Wednesday,July
9/4/2021,10,11,Solar,Fall,2823,247,Saturday,September
6/23/2025,1,2,Wind,Summer,4846,174,Monday,June
2/23/2025,15,16,Wind,Winter,13530,54,Sunday,February
9/27/2024,20,21,Wind,Fall,10616,271,Friday,September
3/17/2025,0,1,Wind,Spring,5188,76,Monday,March
6/24/2025,1,2,Wind,Summer,2704,175,Tuesday,June
12/1/2024,19,20,Wind,Winter,7486,336,Sunday,December
7/26/2021,21,22,Wind,Summer,1779,207,Monday,July
1/15/2023,12,13,Wind,Winter,19266,15,Sunday,January
11/2/2020,3,4,Wind,Fall,9919,307,Monday,November
2/25/2022,20,21,Wind,Winter,2846,56,Friday,February
1/17/2025,13,14,Solar,Winter,5413,17,Friday,January
9/8/2020,23,0,Wind,Fall,895,252,Tuesday,September
4/12/2021,18,19,Wind,Spring,3967,102,Monday,April
7/27/2021,0,1,Wind,Summer,1566,208,Tuesday,July
12/17/2020,0,1,Wind,Winter,7100,352,Thursday,December
4/9/2023,0,1,Wind,Spring,4433,99,Sunday,April
5/1/2022,16,17,Solar,Spring,5604,121,Sunday,May
10/23/2023,15,16,Wind,Fall,7230,296,Monday,October
4/6/2024,16,17,Wind,Spring,6760,97,Saturday,April
3/25/2021,23,0,Wind,Spring,2424,84,Thursday,March
12/29/2020,11,12,Wind,Winter,4941,364,Tuesday,December
4/9/2020,3,4,Wind,Spring,746,100,Thursday,April
6/6/2022,8,9,Wind,Summer,3575,157,Monday,June
5/8/2020,21,22,Wind,Spring,2057,129,Friday,May
2/6/2023,10,11,Wind,Winter,7478,37,Monday,February
3/25/2024,1,2,Wind,Spring,1448,85,Monday,March
6/11/2023,1,2,Wind,Summer,1826,162,Sunday,June
1/14/2025,11,12,Solar,Winter,6088,14,Tuesday,January
2/15/2022,18,19,Wind,Winter,13036,46,Tuesday,February
2/6/2025,23,0,Wind,Winter,12066,37,Thursday,February
12/22/2023,19,20,Wind,Winter,15656,356,Friday,December
7/7/2020,8,9,Solar,Summer,2361,189,Tuesday,July
7/20/2021,1,2,Wind,Summer,4074,201,Tuesday,July
12/2/2021,21,22,Wind,Winter,4111,336,Thursday,December
10/19/2021,11,12,Wind,Fall,8741,292,Tuesday,October
2/2/2022,20,21,Wind,Winter,2853,33,Wednesday,February
8/14/2025,3,4,Wind,Summer,2267,226,Thursday,August
5/23/2023,8,9,Wind,Spring,6766,143,Tuesday,May
4/24/2023,18,19,Wind,Spring,6416,114,Monday,April
8/30/2021,21,22,Wind,Summer,5261,242,Monday,August
11/10/2020,11,12,Solar,Fall,2271,315,Tuesday,November
10/17/2023,10,11,Wind,Fall,6810,290,Tuesday,October
8/3/2024,12,13,Solar,Summer,8860,216,Saturday,August
9/16/2021,6,7,Wind,Fall,631,259,Thursday,September
5/23/2021,8,9,Wind,Spring,5138,143,Sunday,May
2/15/2020,7,8,Wind,Winter,6365,46,Saturday,February
3/16/2020,13,14,Wind,Spring,3587,76,Monday,March
4/9/2024,6,7,Wind,Spring,13710,100,Tuesday,April
5/18/2021,12,13,Solar,Spring,5550,138,Tuesday,May
8/4/2025,13,14,Solar,Summer,13010,216,Monday,August
1/5/2022,18,19,Wind,Winter,3791,5,Wednesday,January
12/1/2023,23,0,Wind,Winter,4345,335,Friday,December
7/28/2021,6,7,Wind,Summer,3178,209,Wednesday,July
2/24/2023,14,15,Wind,Winter,5858,55,Friday,February
7/26/2022,19,20,Wind,Summer,4218,207,Tuesday,July
3/18/2020,18,19,Wind,Spring,380,78,Wednesday,March
5/18/2025,7,8,Wind,Spring,3318,138,Sunday,May
9/30/2023,8,9,Wind,Fall,1568,273,Saturday,September
2/20/2020,8,9,Wind,Winter,7848,51,Thursday,February
5/16/2022,20,21,Wind,Spring,691,136,Monday,May
5/27/2021,3,4,Wind,Spring,1412,147,Thursday,May
2/12/2025,10,11,Solar,Winter,3450,43,Wednesday,February
9/13/2023,8,9,Wind,Fall,1595,256,Wednesday,September
6/24/2025,21,22,Wind,Summer,1094,175,Tuesday,June
8/21/2025,15,16,Wind,Summer,11238,233,Thursday,August
9/29/2022,20,21,Wind,Fall,1057,272,Thursday,September
5/1/2024,21,22,Wind,Spring,5445,122,Wednesday,May
12/9/2022,22,23,Wind,Winter,1529,343,Friday,December
11/25/2025,0,1,Wind,Fall,9734,329,Tuesday,November
10/23/2025,16,17,Wind,Fall,15398,296,Thursday,October
3/21/2024,5,6,Wind,Spring,2243,81,Thursday,March
5/3/2022,15,16,Solar,Spring,5540,123,Tuesday,May
1/14/2023,2,3,Wind,Winter,8733,14,Saturday,January
10/3/2022,18,19,Wind,Fall,1731,276,Monday,October
10/6/2021,4,5,Wind,Fall,8240,279,Wednesday,October
1/17/2025,22,23,Wind,Winter,1503,17,Friday,January
7/11/2024,22,23,Wind,Summer,3990,193,Thursday,July
2/19/2024,16,17,Wind,Winter,9227,50,Monday,February
3/8/2025,13,14,Wind,Spring,14741,67,Saturday,March
10/5/2022,15,16,Wind,Fall,14688,278,Wednesday,October
11/24/2024,6,7,Wind,Fall,18598,329,Sunday,November
5/6/2024,1,2,Wind,Spring,2849,127,Monday,May
4/10/2020,22,23,Wind,Spring,3686,101,Friday,April
